part_id,date,on_hand_qty,consumption_qty,backorder_qty,blocked_qty,avg_weekly_demand,criticality_class,unit_cost,lead_time_days,days_of_coverage,inventory_value,inventory_turns,stock_status
P00223,2024-12-23,249,37,0,0,28.416666666666668,C,533.73,33,61.33724340175952,132898.77000000002,5.934404283801874,Healthy
P00224,2024-12-23,132,23,0,0,15.628205128205128,B,2857.81,25,59.12387202625102,377230.92,6.156565656565657,Healthy
P00225,2024-12-23,71,15,0,0,15.294871794871796,C,689.1,22,32.49455155071249,48926.1,11.201877934272302,Healthy
P00226,2024-12-23,97,7,0,0,9.10897435897436,B,1134.87,38,74.54187192118226,110082.38999999998,4.883161512027492,Healthy
P00227,2024-12-23,133,18,0,0,15.91025641025641,C,739.27,37,58.5157131345689,98322.91,6.220551378446115,Healthy
P00228,2024-12-23,122,6,0,0,5.410256410256411,A,8071.81,49,157.84834123222748,984760.8200000001,2.3060109289617485,Excess
P00229,2024-12-23,47,0,0,1,4.980769230769231,C,486.91,42,66.05405405405405,22884.77,5.51063829787234,Healthy
P00230,2024-12-23,133,1,0,0,9.326923076923077,C,315.21,53,99.81855670103093,41922.93,3.6466165413533833,Excess
P00231,2024-12-23,817,29,0,0,35.993589743589745,C,628.39,74,158.88940338379342,513394.63,2.2909016727866174,Excess
P00232,2024-12-23,87,2,0,0,4.666666666666667,C,669.91,69,130.5,58282.17,2.789272030651341,Excess
P00233,2024-12-23,254,9,0,0,10.25,A,10397.09,61,173.46341463414635,2640860.86,2.0984251968503935,Excess
P00234,2024-12-23,80,5,0,0,9.852564102564102,B,4609.98,27,56.837996096291484,368798.39999999997,6.404166666666666,Healthy
P00235,2024-12-23,36,1,0,0,2.83974358974359,A,5064.85,35,88.74040632054175,182334.6,4.101851851851852,Healthy
P00236,2024-12-23,55,1,0,1,4.301282051282051,A,6060.44,36,89.50819672131148,333324.19999999995,4.066666666666666,Healthy
P00237,2024-12-23,71,15,0,0,6.743589743589744,C,191.53,43,73.69961977186311,13598.63,4.938967136150235,Healthy
P00238,2024-12-23,305,29,0,0,16.833333333333332,C,699.01,53,126.83168316831683,213198.05,2.869945355191257,Excess
P00239,2024-12-23,315,12,0,0,19.634615384615383,C,273.1,50,112.30166503428012,86026.5,3.241269841269841,Excess
P00240,2024-12-23,177,9,0,0,14.301282051282051,C,1112.44,42,86.63558942178395,196901.88,4.2015065913371,Healthy
P00241,2024-12-23,36,6,0,0,4.461538461538462,C,388.21,36,56.48275862068965,13975.56,6.444444444444445,Healthy
P00242,2024-12-23,56,25,0,0,14.628205128205128,C,1006.69,22,26.79754601226994,56374.64,13.583333333333332,Healthy
P00243,2024-12-23,40,5,0,0,5.737179487179487,A,18478.0,20,48.80446927374302,739120.0,7.458333333333334,Healthy
P00244,2024-12-23,80,12,0,0,10.493589743589743,B,1043.57,28,53.36591325595602,83485.59999999999,6.820833333333333,Healthy
P00245,2024-12-23,226,16,0,0,16.692307692307693,C,1245.35,39,94.77419354838709,281449.1,3.84070796460177,Excess
P00246,2024-12-23,181,15,0,0,16.03846153846154,C,993.32,33,78.99760191846522,179790.92,4.607734806629835,Healthy
P00247,2024-12-23,62,4,0,0,4.217948717948718,A,9723.56,38,102.8936170212766,602860.72,3.5376344086021505,Excess
P00248,2024-12-23,114,1,0,0,10.76923076923077,C,260.05,39,74.1,29645.7,4.912280701754386,Healthy
P00249,2024-12-23,85,10,0,0,10.493589743589743,C,495.73,42,56.70128283445327,42137.05,6.419607843137254,Healthy
P00250,2024-12-23,71,4,0,0,4.403846153846154,A,4936.4,41,112.85589519650654,350484.39999999997,3.225352112676057,Excess
P00251,2024-12-23,117,7,0,0,9.012820512820513,B,1971.19,44,90.87055476529162,230629.23,4.005698005698005,Excess
P00252,2024-12-23,40,7,1,0,3.967948717948718,C,528.44,39,70.56542810985461,21137.600000000002,5.158333333333333,Healthy
P00253,2024-12-23,37,8,0,0,12.14102564102564,C,520.84,24,21.332629355860615,19271.08,17.063063063063062,Shortage
P00254,2024-12-23,82,11,0,0,9.435897435897436,B,740.26,34,60.83152173913044,60701.32,5.983739837398374,Healthy
P00255,2024-12-23,70,1,0,0,8.14102564102564,C,1147.41,33,60.18897637795276,80318.70000000001,6.0476190476190474,Healthy
P00256,2024-12-23,497,19,0,0,13.987179487179487,B,4297.61,89,248.72777268560952,2135912.17,1.4634473507712944,Excess
P00257,2024-12-23,614,31,0,0,40.81410256410256,C,1057.87,54,105.30673786712738,649532.1799999999,3.45656894679696,Excess
P00258,2024-12-23,62,8,0,0,11.564102564102564,B,3032.38,19,37.529933481152995,188007.56,9.698924731182796,Healthy
P00259,2024-12-23,109,9,0,0,8.551282051282051,C,1613.66,50,89.22638680659671,175888.94,4.079510703363915,Healthy
P00260,2024-12-23,173,13,0,0,10.371794871794872,B,1314.97,48,116.75896168108775,227489.81,3.117533718689788,Excess
P00261,2024-12-23,85,6,0,0,10.41025641025641,B,4244.5,27,57.1551724137931,360782.5,6.368627450980393,Healthy
P00262,2024-12-23,108,25,0,0,18.33974358974359,C,409.35,31,41.22195036700454,44209.8,8.830246913580249,Healthy
P00263,2024-12-23,159,8,0,0,14.096153846153847,B,853.64,38,78.95770804911324,135728.76,4.610062893081761,Healthy
P00264,2024-12-23,225,1,0,0,5.352564102564102,A,3692.57,88,294.251497005988,830828.25,1.2370370370370372,Excess
P00265,2024-12-23,103,13,0,0,11.435897435897436,B,397.06,34,63.04708520179371,40897.18,5.773462783171522,Healthy
P00266,2024-12-23,103,29,0,0,20.28846153846154,C,1352.93,28,35.53744075829383,139351.79,10.242718446601943,Healthy
P00267,2024-12-23,512,48,0,0,34.19230769230769,C,217.89,58,104.81889763779526,111559.68,3.472656250000001,Excess
P00268,2024-12-23,297,34,0,0,31.371794871794872,C,427.4,46,66.26971802206783,126937.79999999999,5.4927048260381595,Healthy
P00269,2024-12-23,192,26,0,0,18.775641025641026,B,794.41,42,71.58210993513144,152526.72,5.085069444444445,Healthy
P00270,2024-12-23,184,14,0,0,11.64102564102564,B,3295.81,52,110.6431718061674,606429.04,3.289855072463768,Excess
P00271,2024-12-23,254,7,0,0,8.974358974358974,A,4616.09,67,198.12,1172486.86,1.837270341207349,Excess
P00272,2024-12-23,266,30,0,0,25.33974358974359,C,202.26,48,73.48140652668859,53801.159999999996,4.953634085213033,Healthy
P00273,2024-12-23,117,19,0,0,20.92948717948718,C,1911.63,31,39.13139356814701,223660.71000000002,9.301994301994302,Healthy
P00274,2024-12-23,235,36,0,0,21.506410256410255,C,219.07,39,76.48882265275708,51481.45,4.75886524822695,Healthy
P00275,2024-12-23,118,7,0,0,9.743589743589743,C,1039.59,45,84.77368421052633,122671.62,4.293785310734463,Healthy
P00276,2024-12-23,97,5,0,0,7.147435897435898,B,1238.4,41,94.99910313901344,120124.8,3.8316151202749147,Excess
P00277,2024-12-23,191,18,0,0,14.91025641025641,C,1230.77,46,89.66981943250214,235077.07,4.059336823734729,Healthy
P00278,2024-12-23,104,19,0,1,15.711538461538462,B,5445.91,22,46.33537331701346,566374.64,7.855769230769231,Healthy
P00279,2024-12-23,69,1,0,0,5.583333333333333,A,10994.03,33,86.50746268656717,758588.0700000001,4.207729468599034,Healthy
P00280,2024-12-23,593,34,0,0,29.243589743589745,B,1437.7,54,141.94563787812365,852556.1,2.5643620011242265,Excess
P00281,2024-12-23,155,6,0,0,6.096153846153846,A,10105.58,62,177.98107255520506,1566364.9,2.0451612903225804,Excess
P00282,2024-12-23,52,1,0,0,4.980769230769231,B,2754.0,32,73.08108108108108,143208.0,4.980769230769231,Healthy
P00283,2024-12-23,26,1,0,0,4.185897435897436,A,5930.81,18,43.479326186830015,154201.06,8.371794871794872,Healthy
P00284,2024-12-23,216,7,0,0,14.173076923076923,B,2827.57,50,106.68113975576662,610755.12,3.412037037037037,Excess
P00285,2024-12-23,152,14,0,0,15.801282051282051,C,912.56,43,67.33630831643002,138709.12,5.405701754385965,Healthy
P00286,2024-12-23,62,8,0,0,5.173076923076923,B,3853.73,38,83.89591078066914,238931.26,4.338709677419355,Healthy
P00287,2024-12-23,327,30,0,0,25.794871794871796,B,2066.75,39,88.73856858846918,675827.25,4.1019367991845055,Healthy
P00288,2024-12-23,25,7,0,0,5.801282051282051,C,966.42,24,30.165745856353592,24160.5,12.066666666666666,Healthy
P00289,2024-12-23,146,22,0,0,18.987179487179485,C,356.43,33,53.825793382849426,52038.78,6.76255707762557,Healthy
P00290,2024-12-23,120,3,0,0,8.435897435897436,C,1164.96,49,99.57446808510637,139795.2,3.655555555555556,Excess
P00291,2024-12-23,159,9,0,0,9.448717948717949,B,1374.28,46,117.79375848032564,218510.52,3.0901467505241094,Excess
P00292,2024-12-23,54,12,0,2,4.134615384615385,C,334.17,49,91.42325581395349,18045.18,3.9814814814814814,Excess
P00293,2024-12-23,114,13,0,0,8.897435897435898,B,769.12,43,89.68876080691642,87679.68000000001,4.058479532163743,Healthy
P00294,2024-12-23,816,13,0,0,20.833333333333332,B,3005.67,100,274.176,2452626.72,1.3276143790849673,Excess
P00295,2024-12-23,159,14,0,0,19.32051282051282,C,320.21,32,57.60716655607166,50913.39,6.318658280922432,Healthy
P00296,2024-12-23,57,21,8,0,8.73076923076923,C,720.63,28,45.70044052863437,41075.909999999996,7.964912280701753,Healthy
P00297,2024-12-23,207,17,0,0,17.544871794871796,C,1258.51,52,82.58823529411764,260511.57,4.407407407407407,Healthy
P00298,2024-12-23,430,22,0,13,22.262820512820515,C,305.2,61,135.20299452922544,131236.0,2.692248062015504,Excess
P00299,2024-12-23,276,10,0,0,18.935897435897434,C,692.47,39,102.02843601895736,191121.72,3.567632850241545,Excess
P00300,2024-12-23,185,24,0,0,16.92948717948718,B,3351.06,32,76.49375236652783,619946.1,4.758558558558558,Healthy
