part_id,total_weeks,non_zero_weeks,mean_demand,std_demand,total_consumption,ADI,CV2,demand_type,criticality_class,part_family
P00259,156,146,8.551282051282051,5.512794352372192,1334,1.0684931506849316,0.41560534236919855,Smooth,C,Fasteners
P00260,156,156,10.371794871794872,4.298863989051132,1618,1.0,0.17179066929713463,Smooth,B,Hydraulics
P00261,156,156,10.41025641025641,4.3742233152011085,1624,1.0,0.17655460481150775,Smooth,B,Electrical
P00262,156,156,18.33974358974359,7.86375662904991,2861,1.0,0.18385422297525836,Smooth,C,Structure
P00263,156,156,14.096153846153847,6.403405189029376,2199,1.0,0.2063577125760216,Smooth,B,Structure
P00264,156,154,5.352564102564102,2.857484766260835,835,1.0129870129870129,0.2849994968533091,Smooth,A,Structure
P00265,156,156,11.435897435897436,4.264148346961749,1784,1.0,0.1390349889951927,Smooth,B,Hydraulics
P00266,156,156,20.28846153846154,6.917961302696621,3165,1.0,0.11626741711595322,Smooth,C,Fasteners
P00267,156,156,34.19230769230769,12.87914813082303,5334,1.0,0.14187878171674706,Smooth,C,Cabin
P00268,156,156,31.371794871794872,10.572769618355082,4894,1.0,0.11357919981060015,Smooth,C,Cabin
P00269,156,156,18.775641025641026,7.086173468462705,2929,1.0,0.14244067154945672,Smooth,B,Avionics
P00270,156,156,11.64102564102564,5.051922301587167,1816,1.0,0.18833491194122445,Smooth,B,Electrical
P00271,156,156,8.974358974358974,3.68947713394716,1400,1.0,0.16901403554970384,Smooth,A,Cabin
P00272,156,156,25.33974358974359,8.304290997194622,3953,1.0,0.10739911099606493,Smooth,C,Avionics
P00273,156,156,20.92948717948718,7.401928414369291,3265,1.0,0.12507559764481763,Smooth,C,Fasteners
P00274,156,156,21.506410256410255,7.334845509177885,3355,1.0,0.1163177759065377,Smooth,C,Avionics
P00275,156,156,9.743589743589743,4.233311515284756,1520,1.0,0.18876543651148245,Smooth,C,Engine
P00276,156,156,7.147435897435898,3.2721788877266027,1115,1.0,0.20959143849989523,Smooth,B,Engine
P00277,156,156,14.91025641025641,6.685923387740308,2326,1.0,0.2010724490139302,Smooth,C,Electrical
P00278,156,156,15.711538461538462,5.4204030505829754,2451,1.0,0.11902158687259265,Smooth,B,Fasteners
P00279,156,155,5.583333333333333,2.8146124086191135,871,1.0064516129032257,0.25412657463764476,Smooth,A,Fasteners
P00280,156,156,29.243589743589745,9.780409513737666,4562,1.0,0.11185430757601296,Smooth,B,Cabin
P00281,156,156,6.096153846153846,2.777278422168576,951,1.0,0.20755203827477187,Smooth,A,Fasteners
P00282,156,146,4.980769230769231,3.747637800253095,777,1.0684931506849316,0.5661380968891244,Erratic,B,Electrical
P00283,156,150,4.185897435897436,2.6047214876301874,653,1.04,0.3872089790515376,Smooth,A,LandingGear
P00284,156,156,14.173076923076923,5.178321388920147,2211,1.0,0.1334903014501694,Smooth,B,Fasteners
P00285,156,156,15.801282051282051,6.096450444575075,2465,1.0,0.14885706280653083,Smooth,C,Fasteners
P00286,156,138,5.173076923076923,4.382021129700477,807,1.1304347826086956,0.7175481713327133,Erratic,B,Electrical
P00287,156,156,25.794871794871796,9.862092919743302,4024,1.0,0.14617443801246904,Smooth,B,Cabin
P00288,156,142,5.801282051282051,5.029487079337629,905,1.0985915492957747,0.7516219107888905,Erratic,C,Electrical
P00289,156,156,18.987179487179485,8.168378983567633,2962,1.0,0.18507631629884383,Smooth,C,Structure
P00290,156,148,8.435897435897436,6.739560134186501,1316,1.054054054054054,0.6382642555992886,Erratic,C,LandingGear
P00291,156,156,9.448717948717949,4.0004755713981295,1474,1.0,0.17925755775292188,Smooth,B,Hydraulics
P00292,156,143,4.134615384615385,3.192908550586275,645,1.0909090909090908,0.5963520647603758,Erratic,C,Engine
P00293,156,156,8.897435897435898,3.979268026675562,1388,1.0,0.20002148590864635,Smooth,B,Hydraulics
P00294,156,156,20.833333333333332,8.998805177558625,3250,1.0,0.18657445161290323,Smooth,B,Cabin
P00295,156,156,19.32051282051282,8.487552312147917,3014,1.0,0.19298681059977407,Smooth,C,Structure
P00296,156,147,8.73076923076923,6.673342397877183,1362,1.0612244897959184,0.5842272343979179,Erratic,C,Fasteners
P00297,156,156,17.544871794871796,7.239981241036067,2737,1.0,0.17028425112633364,Smooth,C,LandingGear
P00298,156,156,22.262820512820515,7.902724870605059,3473,1.0,0.1260066179085399,Smooth,C,Avionics
P00299,156,156,18.935897435897434,7.162338316301083,2954,1.0,0.14306647517228918,Smooth,C,Fasteners
P00300,156,156,16.92948717948718,6.404748419412242,2641,1.0,0.14312534438383834,Smooth,B,Fasteners
